Month,Region,Channel,ProductCategory,UnitsSold,AvgUnitPrice,Revenue,COGS,MarketingSpend,NewCustomers,RepeatCustomers,ReturnedUnits,GrossProfit,GrossMarginPct
2026-01,Latin America,Marketplace,Camping Gear,71,150.81,10707.60,5411.52,754.42,27,15,2,5296.08,49.46
2026-01,Latin America,Marketplace,Accessories,52,34.07,1771.86,892.73,223.61,18,13,1,879.13,49.62
2026-02,North America,Online Store,Hiking Footwear,239,108.46,25922.09,12540.48,3131.99,64,55,7,13381.61,51.62
2026-02,North America,Online Store,Apparel,84,58.66,4927.24,2371.76,680.3,31,24,3,2555.48,51.86
2026-02,North America,Online Store,Camping Gear,195,148.63,28983.11,16223.77,1966.41,63,33,7,12759.34,44.02
2026-02,North America,Online Store,Accessories,209,36.66,7662.25,3922.17,690.15,64,45,12,3740.08,48.81
2026-02,North America,Retail Partner,Hiking Footwear,194,124.52,24155.96,12244.38,1941.5,72,30,12,11911.58,49.31
2026-02,North America,Retail Partner,Apparel,290,64.50,18704.77,9966.58,2108.93,111,71,14,8738.19,46.72
2026-02,North America,Retail Partner,Camping Gear,159,139.51,22181.31,12108.03,2239.82,55,24,3,10073.28,45.41
2026-02,North America,Retail Partner,Accessories,188,36.51,6864.68,3153.43,451.01,47,55,10,3711.25,54.06
2026-02,North America,Marketplace,Hiking Footwear,121,116.39,14083.54,7755.88,1590.17,33,21,3,6327.66,44.93
2026-02,North America,Marketplace,Apparel,134,67.08,8989.25,4938.41,729.96,33,21,9,4050.84,45.06
2026-02,North America,Marketplace,Camping Gear,159,153.74,24444.65,12213.82,1868.92,42,38,9,12230.83,50.03
2026-02,North America,Marketplace,Accessories,150,36.01,5401.10,2802.84,342.19,59,40,5,2598.26,48.11
2026-02,Europe,Online Store,Hiking Footwear,226,121.98,27567.06,15086.06,3444.27,78,38,8,12481,45.28
2026-02,Europe,Online Store,Apparel,229,70.57,16159.40,7743.58,1450.68,72,49,11,8415.82,52.08
2026-02,Europe,Online Store,Camping Gear,139,161.61,22463.48,11994.50,1861.61,51,38,8,10468.98,46.6
2026-02,Europe,Online Store,Accessories,206,37.93,7814.09,3772.57,940.84,65,56,11,4041.52,51.72
2026-02,Europe,Retail Partner,Hiking Footwear,218,112.26,24472.31,12746.49,3396.11,85,34,6,11725.82,47.91
2026-02,Europe,Retail Partner,Apparel,234,60.21,14089.72,7670.12,1767.17,65,52,14,6419.6,45.56
2026-02,Europe,Retail Partner,Camping Gear,134,152.71,20463.20,10560.79,1714.9,44,33,8,9902.41,48.39
2026-02,Europe,Retail Partner,Accessories,269,35.95,9671.64,5309.21,704.15,85,40,8,4362.43,45.11
2026-02,Europe,Marketplace,Hiking Footwear,140,127.20,17808.24,8486.07,1859.3,50,33,4,9322.17,52.35
2026-02,Europe,Marketplace,Apparel,110,63.12,6943.20,3831.90,724.44,27,29,2,3111.3,44.81
2026-02,Europe,Marketplace,Camping Gear,78,163.74,12771.89,6358.26,1100.36,21,15,4,6413.63,50.22
2026-02,Europe,Marketplace,Accessories,174,38.47,6694.54,3333.08,641.93,62,49,8,3361.46,50.21
2026-02,Asia Pacific,Online Store,Hiking Footwear,113,124.69,14090.52,6346.63,1543.86,34,30,2,7743.89,54.96
2026-02,Asia Pacific,Online Store,Apparel,92,66.15,6085.49,3118.97,677.84,23,21,4,2966.52,48.75
2026-02,Asia Pacific,Online Store,Camping Gear,188,155.29,29195.28,16193.12,2381.92,70,42,4,13002.16,44.54
2026-02,Asia Pacific,Online Store,Accessories,240,31.91,7658.37,3779.03,940.38,85,64,11,3879.34,50.65
2026-02,Asia Pacific,Retail Partner,Hiking Footwear,105,115.88,12167.05,6161.67,816.26,29,25,5,6005.38,49.36
2026-02,Asia Pacific,Retail Partner,Apparel,138,71.48,9864.04,5635.37,1098.91,43,33,8,4228.67,42.87
2026-02,Asia Pacific,Retail Partner,Camping Gear,95,160.19,15218.44,7607.67,1609.35,32,16,3,7610.77,50.01
2026-02,Asia Pacific,Retail Partner,Accessories,113,33.84,3824.10,1733.87,236.85,42,21,5,2090.23,54.66
2026-02,Asia Pacific,Marketplace,Hiking Footwear,131,114.22,14963.23,7569.23,1942.5,49,23,7,7394,49.41
2026-02,Asia Pacific,Marketplace,Apparel,112,64.46,7219.12,3701.86,510.24,29,29,5,3517.26,48.72
2026-02,Asia Pacific,Marketplace,Camping Gear,117,157.97,18481.95,8698.68,2011.17,31,30,6,9783.27,52.93
2026-02,Asia Pacific,Marketplace,Accessories,106,38.20,4048.81,1858.26,261.41,30,20,3,2190.55,54.1
2026-02,Latin America,Online Store,Hiking Footwear,114,114.53,13056.05,7164.14,1253.11,41,18,5,5891.91,45.13
2026-02,Latin America,Online Store,Apparel,128,58.94,7543.93,3456.21,999.68,34,29,5,4087.72,54.19
2026-02,Latin America,Online Store,Camping Gear,97,135.65,13158.51,7056.81,1803.66,32,28,2,6101.7,46.37
2026-02,Latin America,Online Store,Accessories,112,34.43,3856.33,1865.77,456.84,44,21,5,1990.56,51.62
2026-02,Latin America,Retail Partner,Hiking Footwear,109,119.13,12985.65,7484.42,1411.31,32,18,3,5501.23,42.36
2026-02,Latin America,Retail Partner,Apparel,62,61.43,3808.61,1838.13,487.69,20,14,1,1970.48,51.74
2026-02,Latin America,Retail Partner,Camping Gear,75,137.03,10277.25,5570.46,1063.52,19,16,3,4706.79,45.8
2026-02,Latin America,Retail Partner,Accessories,119,32.66,3886.59,2226.79,497.48,41,26,4,1659.8,42.71
2026-02,Latin America,Marketplace,Hiking Footwear,94,109.49,10292.49,5317.36,1281.54,29,14,5,4975.13,48.34
2026-02,Latin America,Marketplace,Apparel,120,61.12,7334.13,3546.94,536.69,35,31,5,3787.19,51.64
2026-02,Latin America,Marketplace,Camping Gear,58,161.39,9360.47,5271.58,740.45,18,17,3,4088.89,43.68
2026-02,Latin America,Marketplace,Accessories,75,31.69,2376.76,1089.69,230.82,28,17,3,1287.07,54.15
2026-03,North America,Online Store,Hiking Footwear,272,127.73,34742.69,17352.40,4240.31,107,49,12,17390.29,50.05
2026-03,North America,Online Store,Apparel,239,62.23,14873.64,8226.18,1579.69,82,64,9,6647.46,44.69
2026-03,North America,Online Store,Camping Gear,198,139.74,27668.25,14953.77,3415.95,58,55,12,12714.48,45.95
2026-03,North America,Online Store,Accessories,309,33.44,10332.44,5970.68,736.26,86,54,19,4361.76,42.21
2026-03,North America,Retail Partner,Hiking Footwear,156,118.57,18496.57,9802.97,1233.3,59,42,7,8693.6,47
2026-03,North America,Retail Partner,Apparel,277,71.07,19687.12,9928.39,2731.17,97,67,7,9758.73,49.57
2026-03,North America,Retail Partner,Camping Gear,154,139.87,21539.52,9728.09,2256.92,50,39,9,11811.43,54.84
2026-03,North America,Retail Partner,Accessories,265,32.06,8494.80,4630.47,637.05,100,72,12,3864.33,45.49
2026-03,North America,Marketplace,Hiking Footwear,122,119.31,14555.58,8104.73,1408.12,37,27,7,6450.85,44.32
2026-03,North America,Marketplace,Apparel,260,62.86,16343.00,7723.52,1911.5,97,42,8,8619.48,52.74
2026-03,North America,Marketplace,Camping Gear,116,148.51,17227.22,9429.27,1931.03,39,23,7,7797.95,45.27
2026-03,North America,Marketplace,Accessories,126,34.80,4384.68,2531.20,485.52,33,31,4,1853.48,42.27
2026-03,Europe,Online Store,Hiking Footwear,173,112.20,19410.11,10893.84,1517.37,64,33,9,8516.27,43.88
2026-03,Europe,Online Store,Apparel,248,67.52,16745.94,8651.71,1413.77,69,38,8,8094.23,48.34
2026-03,Europe,Online Store,Camping Gear,173,161.14,27876.55,15320.63,3430.93,60,32,11,12555.92,45.04
2026-03,Europe,Online Store,Accessories,207,36.20,7492.39,3917.45,516.07,65,45,13,3574.94,47.71
2026-03,Europe,Retail Partner,Hiking Footwear,69,131.44,9069.58,4211.86,850.76,17,18,4,4857.72,53.56
2026-03,Europe,Retail Partner,Apparel,240,62.14,14913.72,8375.31,1243.47,92,63,14,6538.41,43.84
2026-03,Europe,Retail Partner,Camping Gear,95,159.88,15188.77,7390.82,1971.81,25,24,4,7797.95,51.34
2026-03,Europe,Retail Partner,Accessories,212,32.18,6821.26,3284.07,416.04,67,41,10,3537.19,51.86
2026-03,Europe,Marketplace,Hiking Footwear,94,125.84,11828.64,5396.92,1564.12,35,23,4,6431.72,54.37
2026-03,Europe,Marketplace,Apparel,112,70.10,7851.19,3722.19,520.67,32,30,2,4129,52.59
2026-03,Europe,Marketplace,Camping Gear,103,136.91,14101.65,7869.83,1521.83,27,16,6,6231.82,44.19
2026-03,Europe,Marketplace,Accessories,172,36.18,6223.72,3471.64,811.06,57,39,7,2752.08,44.22
2026-03,Asia Pacific,Online Store,Hiking Footwear,133,126.57,16834.22,8892.68,2212.05,42,32,6,7941.54,47.17
2026-03,Asia Pacific,Online Store,Apparel,98,66.19,6486.82,3511.59,512.42,32,16,3,2975.23,45.87
2026-03,Asia Pacific,Online Store,Camping Gear,197,163.52,32212.64,17011.00,3849.01,64,48,4,15201.64,47.19
2026-03,Asia Pacific,Online Store,Accessories,154,33.28,5125.23,2547.45,501.24,39,26,5,2577.78,50.3
2026-03,Asia Pacific,Retail Partner,Hiking Footwear,84,122.66,10303.33,5012.45,788.82,27,12,1,5290.88,51.35
2026-03,Asia Pacific,Retail Partner,Apparel,156,61.35,9570.27,4352.31,656.92,46,42,7,5217.96,54.52
2026-03,Asia Pacific,Retail Partner,Camping Gear,52,162.95,8473.54,4250.43,567.45,17,8,1,4223.11,49.84
2026-03,Asia Pacific,Retail Partner,Accessories,139,35.05,4872.21,2746.22,484.71,49,41,3,2125.99,43.64
2026-03,Asia Pacific,Marketplace,Hiking Footwear,87,118.12,10276.78,5173.67,1362.79,31,20,3,5103.11,49.66
2026-03,Asia Pacific,Marketplace,Apparel,76,69.21,5259.90,3020.01,661.15,19,18,1,2239.89,42.58
2026-03,Asia Pacific,Marketplace,Camping Gear,119,138.43,16473.72,8235.20,1589.7,36,20,4,8238.52,50.01
2026-03,Asia Pacific,Marketplace,Accessories,133,36.76,4888.85,2245.11,324.69,40,38,7,2643.74,54.08
2026-03,Latin America,Online Store,Hiking Footwear,76,122.25,9290.84,4193.11,1030.24,29,18,4,5097.73,54.87
2026-03,Latin America,Online Store,Apparel,176,67.91,11952.45,5565.93,1580.07,45,40,4,6386.52,53.43
2026-03,Latin America,Online Store,Camping Gear,82,143.85,11795.80,6053.37,1252.43,21,13,3,5742.43,48.68
2026-03,Latin America,Online Store,Accessories,102,33.90,3458.02,1883.90,387.93,38,25,4,1574.12,45.52
2026-03,Latin America,Retail Partner,Hiking Footwear,61,115.35,7036.44,3888.11,673.48,22,16,3,3148.33,44.74
2026-03,Latin America,Retail Partner,Apparel,133,70.42,9365.36,4739.14,800.83,44,27,6,4626.22,49.4
2026-03,Latin America,Retail Partner,Camping Gear,88,146.24,12868.82,6070.12,1215.36,23,24,3,6798.7,52.83
2026-03,Latin America,Retail Partner,Accessories,117,32.58,3812.00,1728.01,425.67,40,23,2,2083.99,54.67
2026-03,Latin America,Marketplace,Hiking Footwear,39,124.25,4845.78,2562.21,432.09,11,11,1,2283.57,47.12
2026-03,Latin America,Marketplace,Apparel,67,67.45,4518.99,2116.12,446.69,17,15,4,2402.87,53.17
2026-03,Latin America,Marketplace,Camping Gear,49,135.93,6660.51,3333.17,484.9,12,12,2,3327.34,49.96
2026-03,Latin America,Marketplace,Accessories,69,33.52,2313.21,1311.62,160.28,27,13,4,1001.59,43.3
2026-04,North America,Online Store,Hiking Footwear,289,131.62,38037.12,18542.82,5206.93,89,60,10,19494.3,51.25
2026-04,North America,Online Store,Apparel,344,65.54,22545.17,10597.11,2351.39,113,90,21,11948.06,53
2026-04,North America,Online Store,Camping Gear,111,142.78,15848.59,7532.85,1024.01,33,21,7,8315.74,52.47
2026-04,North America,Online Store,Accessories,188,35.40,6655.94,3295.66,708.44,50,40,9,3360.28,50.49
2026-04,North America,Retail Partner,Hiking Footwear,59,131.85,7779.29,4390.95,854.73,19,14,1,3388.34,43.56
2026-04,North America,Retail Partner,Apparel,241,63.64,15336.47,6980.08,1503.64,79,44,16,8356.39,54.49
2026-04,North America,Retail Partner,Camping Gear,191,151.00,28841.31,16240.43,2031.93,70,32,11,12600.88,43.69
2026-04,North America,Retail Partner,Accessories,206,33.43,6886.66,3884.23,933.3,56,45,14,3002.43,43.6
2026-04,North America,Marketplace,Hiking Footwear,191,122.13,23326.75,11635.22,1932.92,53,50,7,11691.53,50.12
2026-04,North America,Marketplace,Apparel,206,65.15,13420.20,6898.01,1424.99,78,61,8,6522.19,48.6
2026-04,North America,Marketplace,Camping Gear,163,152.21,24809.56,14247.79,1886.47,43,45,6,10561.77,42.57
2026-04,North America,Marketplace,Accessories,172,37.43,6437.75,3644.42,418.43,65,37,7,2793.33,43.39
2026-04,Europe,Online Store,Hiking Footwear,203,108.46,22017.13,11272.54,2532.36,72,51,5,10744.59,48.8
2026-04,Europe,Online Store,Apparel,259,62.39,16159.56,8025.37,2009.52,75,47,17,8134.19,50.34
2026-04,Europe,Online Store,Camping Gear,212,143.84,30493.78,13778.95,3629.66,79,55,5,16714.83,54.81
2026-04,Europe,Online Store,Accessories,196,36.77,7207.70,3963.95,812.19,71,54,9,3243.75,45
2026-04,Europe,Retail Partner,Hiking Footwear,143,109.86,15710.49,7902.07,1454.3,37,28,3,7808.42,49.7
2026-04,Europe,Retail Partner,Apparel,157,69.01,10834.11,6210.11,712.73,61,35,5,4624,42.68
2026-04,Europe,Retail Partner,Camping Gear,141,158.84,22395.80,12136.76,1433.74,36,29,4,10259.04,45.81
2026-04,Europe,Retail Partner,Accessories,112,33.13,3710.19,1805.12,461.1,43,23,7,1905.07,51.35
2026-04,Europe,Marketplace,Hiking Footwear,107,113.42,12136.44,6471.90,1678.69,36,21,5,5664.54,46.67
2026-04,Europe,Marketplace,Apparel,76,60.10,4567.45,2583.01,457.87,24,18,3,1984.44,43.45
2026-04,Europe,Marketplace,Camping Gear,119,142.26,16928.70,9189.13,2129.68,44,27,5,7739.57,45.72
2026-04,Europe,Marketplace,Accessories,100,32.50,3250.01,1790.09,265.57,32,19,2,1459.92,44.92
2026-04,Asia Pacific,Online Store,Hiking Footwear,121,125.97,15242.07,7488.22,914.69,39,19,4,7753.85,50.87
2026-04,Asia Pacific,Online Store,Apparel,209,67.69,14147.36,6481.61,1798.8,52,39,11,7665.75,54.19
2026-04,Asia Pacific,Online Store,Camping Gear,114,145.81,16622.00,8064.18,2117.92,33,30,7,8557.82,51.48
2026-04,Asia Pacific,Online Store,Accessories,130,34.54,4489.77,2551.50,404.91,51,21,7,1938.27,43.17
2026-04,Asia Pacific,Retail Partner,Hiking Footwear,41,123.19,5050.59,2734.90,304.8,11,10,2,2315.69,45.85
2026-04,Asia Pacific,Retail Partner,Apparel,162,71.06,11511.50,6319.06,1566.28,57,31,4,5192.44,45.11
2026-04,Asia Pacific,Retail Partner,Camping Gear,134,136.45,18283.71,9083.47,2496.53,43,28,5,9200.24,50.32
2026-04,Asia Pacific,Retail Partner,Accessories,156,32.96,5142.10,2560.42,460.66,40,41,6,2581.68,50.21
2026-04,Asia Pacific,Marketplace,Hiking Footwear,102,113.09,11534.96,6176.46,1127.92,38,18,5,5358.5,46.45
2026-04,Asia Pacific,Marketplace,Apparel,145,66.40,9628.11,4702.26,682.9,50,37,5,4925.85,51.16
2026-04,Asia Pacific,Marketplace,Camping Gear,63,156.40,9852.96,4689.00,1292.88,18,12,1,5163.96,52.41
2026-04,Asia Pacific,Marketplace,Accessories,135,32.28,4357.88,2253.29,354.76,50,20,5,2104.59,48.29
2026-04,Latin America,Online Store,Hiking Footwear,88,119.83,10544.93,5299.44,1080.59,29,13,3,5245.49,49.74
2026-04,Latin America,Online Store,Apparel,98,71.03,6960.50,3601.88,794.91,29,26,5,3358.62,48.25
2026-04,Latin America,Online Store,Camping Gear,103,138.77,14292.95,6463.32,1738.2,38,17,3,7829.63,54.78
2026-04,Latin America,Online Store,Accessories,94,31.62,2972.55,1450.99,362.21,30,19,3,1521.56,51.19
2026-04,Latin America,Retail Partner,Hiking Footwear,82,128.33,10523.02,4767.64,1387.83,30,21,3,5755.38,54.69
2026-04,Latin America,Retail Partner,Apparel,113,63.67,7195.17,3521.17,469.53,32,21,4,3674,51.06
2026-04,Latin America,Retail Partner,Camping Gear,73,136.74,9981.68,5734.60,1351.7,26,21,3,4247.08,42.55
2026-04,Latin America,Retail Partner,Accessories,113,38.24,4321.05,1986.94,385.67,32,20,3,2334.11,54.02
2026-04,Latin America,Marketplace,Hiking Footwear,84,121.88,10237.85,4802.63,1278.6,29,17,4,5435.22,53.09
2026-04,Latin America,Marketplace,Apparel,103,61.88,6373.51,3154.09,850.22,30,22,6,3219.42,50.51
2026-04,Latin America,Marketplace,Camping Gear,56,139.42,7807.47,3521.32,862.52,17,9,3,4286.15,54.9
2026-04,Latin America,Marketplace,Accessories,65,35.21,2288.50,1101.79,228.96,22,10,2,1186.71,51.86
2026-05,North America,Online Store,Hiking Footwear,187,121.12,22649.04,11466.44,1438.49,51,40,5,11182.6,49.37
2026-05,North America,Online Store,Apparel,425,59.15,25138.63,14069.45,3481.58,156,118,13,11069.18,44.03
2026-05,North America,Online Store,Camping Gear,141,148.11,20883.49,11009.00,1375.11,48,41,4,9874.49,47.28
2026-05,North America,Online Store,Accessories,221,37.05,8187.64,4650.80,1109.39,87,50,15,3536.84,43.2
2026-05,North America,Retail Partner,Hiking Footwear,136,119.45,16244.60,8827.04,1296.11,47,33,3,7417.56,45.66
2026-05,North America,Retail Partner,Apparel,293,65.85,19292.91,10617.11,1927.59,73,44,11,8675.8,44.97
2026-05,North America,Retail Partner,Camping Gear,136,144.65,19672.41,11021.38,2327.42,35,29,2,8651.03,43.98
2026-05,North America,Retail Partner,Accessories,191,34.87,6659.45,3570.24,462.7,56,40,12,3089.21,46.39
2026-05,North America,Marketplace,Hiking Footwear,108,117.42,12681.25,6950.02,1692.62,42,25,4,5731.23,45.19
2026-05,North America,Marketplace,Apparel,280,68.74,19246.68,9289.03,2023.32,85,69,8,9957.65,51.74
2026-05,North America,Marketplace,Camping Gear,164,141.63,23226.60,10569.52,1460.52,45,45,5,12657.08,54.49
2026-05,North America,Marketplace,Accessories,98,38.15,3739.01,1965.26,354.94,33,22,5,1773.75,47.44
2026-05,Europe,Online Store,Hiking Footwear,117,129.46,15146.62,8679.61,1990.34,36,31,5,6467.01,42.7
2026-05,Europe,Online Store,Apparel,157,64.97,10199.98,4861.40,1094.36,43,31,9,5338.58,52.34
2026-05,Europe,Online Store,Camping Gear,59,159.33,9400.26,5251.52,813.83,20,15,3,4148.74,44.13
2026-05,Europe,Online Store,Accessories,163,32.56,5307.47,2992.70,547.35,47,34,3,2314.77,43.61
2026-05,Europe,Retail Partner,Hiking Footwear,141,108.00,15228.04,7677.27,1550.23,36,41,4,7550.77,49.58
2026-05,Europe,Retail Partner,Apparel,177,62.45,11054.46,5411.30,867.04,44,45,12,5643.16,51.05
2026-05,Europe,Retail Partner,Camping Gear,190,157.26,29878.81,16740.96,2802.94,56,37,10,13137.85,43.97
2026-05,Europe,Retail Partner,Accessories,89,37.22,3312.35,1568.76,297.04,34,24,6,1743.59,52.64
2026-05,Europe,Marketplace,Hiking Footwear,86,122.18,10507.08,5631.08,696.37,28,22,2,4876,46.41
2026-05,Europe,Marketplace,Apparel,225,68.65,15445.85,8122.83,2103.38,57,42,11,7323.02,47.41
2026-05,Europe,Marketplace,Camping Gear,165,157.77,26032.08,12061.37,2632.06,53,33,10,13970.71,53.67
2026-05,Europe,Marketplace,Accessories,75,37.29,2796.94,1512.13,327.65,23,21,4,1284.81,45.94
2026-05,Asia Pacific,Online Store,Hiking Footwear,149,114.58,17072.08,9473.63,1290.98,44,29,10,7598.45,44.51
2026-05,Asia Pacific,Online Store,Apparel,222,69.63,15458.97,8365.65,1826.7,74,64,9,7093.32,45.88
2026-05,Asia Pacific,Online Store,Camping Gear,112,158.59,17761.65,9688.58,1611.84,28,30,2,8073.07,45.45
2026-05,Asia Pacific,Online Store,Accessories,113,36.43,4116.13,2371.44,391.09,32,28,6,1744.69,42.39
2026-05,Asia Pacific,Retail Partner,Hiking Footwear,119,109.24,12999.57,6702.88,1527.14,45,21,7,6296.69,48.44
2026-05,Asia Pacific,Retail Partner,Apparel,169,65.69,11100.80,5567.63,783.02,64,29,5,5533.17,49.84
2026-05,Asia Pacific,Retail Partner,Camping Gear,156,155.18,24208.25,13400.93,1937.57,53,36,9,10807.32,44.64
2026-05,Asia Pacific,Retail Partner,Accessories,94,37.84,3557.21,1606.37,405.24,24,21,3,1950.84,54.84
2026-05,Asia Pacific,Marketplace,Hiking Footwear,61,122.91,7497.57,3699.50,889.33,18,9,3,3798.07,50.66
2026-05,Asia Pacific,Marketplace,Apparel,85,62.21,5288.26,2677.23,607.28,25,13,3,2611.03,49.37
2026-05,Asia Pacific,Marketplace,Camping Gear,109,155.14,16910.74,8999.84,1283.85,34,28,2,7910.9,46.78
2026-05,Asia Pacific,Marketplace,Accessories,95,33.44,3177.27,1543.90,300.45,37,15,4,1633.37,51.41
2026-05,Latin America,Online Store,Hiking Footwear,79,125.71,9931.03,5378.57,931.71,23,16,2,4552.46,45.84
2026-05,Latin America,Online Store,Apparel,100,61.17,6116.93,3136.73,498.42,29,24,6,2980.2,48.72
2026-05,Latin America,Online Store,Camping Gear,85,137.27,11667.74,6693.61,977.56,22,20,4,4974.13,42.63
2026-05,Latin America,Online Store,Accessories,88,36.04,3171.48,1537.41,194.12,34,16,4,1634.07,51.52
2026-05,Latin America,Retail Partner,Hiking Footwear,85,115.51,9818.33,4764.27,1058.55,32,24,2,5054.06,51.48
2026-05,Latin America,Retail Partner,Apparel,156,60.51,9439.99,5407.37,1122.63,59,28,7,4032.62,42.72
2026-05,Latin America,Retail Partner,Camping Gear,112,147.24,16491.39,7454.13,1758.54,32,24,7,9037.26,54.8
2026-05,Latin America,Retail Partner,Accessories,92,34.29,3154.98,1764.18,236.89,32,27,2,1390.8,44.08
2026-05,Latin America,Marketplace,Hiking Footwear,56,110.22,6172.49,3378.14,821.95,17,10,2,2794.35,45.27
2026-05,Latin America,Marketplace,Apparel,84,67.90,5704.01,2573.52,611.22,28,20,2,3130.49,54.88
2026-05,Latin America,Marketplace,Camping Gear,60,140.98,8458.69,4771.30,1007.41,15,11,1,3687.39,43.59
2026-05,Latin America,Marketplace,Accessories,60,33.40,2003.74,966.17,130.25,19,15,3,1037.57,51.78
2026-06,North America,Online Store,Hiking Footwear,159,130.84,20802.89,11628.90,2588.03,59,46,7,9173.99,44.1
2026-06,North America,Online Store,Apparel,311,61.10,19003.24,10075.17,2269.57,112,70,7,8928.07,46.98
2026-06,North America,Online Store,Camping Gear,328,152.53,50030.98,26015.27,4077.94,100,93,17,24015.71,48
2026-06,North America,Online Store,Accessories,178,37.01,6588.08,3353.76,727.45,51,45,7,3234.32,49.09
2026-06,North America,Retail Partner,Hiking Footwear,241,130.47,31443.45,14411.19,3961.23,70,52,5,17032.26,54.17
2026-06,North America,Retail Partner,Apparel,194,62.41,12108.24,6239.89,780.91,62,56,4,5868.35,48.47
2026-06,North America,Retail Partner,Camping Gear,201,154.66,31085.70,15040.22,2261.78,55,32,5,16045.48,51.62
2026-06,North America,Retail Partner,Accessories,218,36.15,7880.60,4449.54,986.1,76,36,7,3431.06,43.54
2026-06,North America,Marketplace,Hiking Footwear,89,120.36,10712.05,5566.22,948.56,26,24,5,5145.83,48.04
2026-06,North America,Marketplace,Apparel,152,62.50,9500.20,5403.64,1294.17,45,30,6,4096.56,43.12
2026-06,North America,Marketplace,Camping Gear,174,151.60,26378.60,13595.72,1991.82,65,43,10,12782.88,48.46
2026-06,North America,Marketplace,Accessories,97,37.51,3638.60,1991.36,346.16,33,16,5,1647.24,45.27
2026-06,Europe,Online Store,Hiking Footwear,170,113.51,19296.76,8978.43,1412.96,42,43,9,10318.33,53.47
2026-06,Europe,Online Store,Apparel,173,65.19,11278.59,5311.96,752.11,43,30,11,5966.63,52.9
2026-06,Europe,Online Store,Camping Gear,177,138.16,24454.38,11711.37,2483.05,60,33,4,12743.01,52.11
2026-06,Europe,Online Store,Accessories,98,34.24,3355.25,1612.02,260.25,38,23,4,1743.23,51.96
2026-06,Europe,Retail Partner,Hiking Footwear,71,120.98,8589.70,4643.04,997.88,19,15,2,3946.66,45.95
2026-06,Europe,Retail Partner,Apparel,95,69.82,6632.60,3529.10,680.51,25,22,2,3103.5,46.79
2026-06,Europe,Retail Partner,Camping Gear,138,155.76,21495.18,10249.18,1963.56,53,24,6,11246,52.32
2026-06,Europe,Retail Partner,Accessories,110,34.43,3787.84,1713.45,467.5,28,24,5,2074.39,54.76
2026-06,Europe,Marketplace,Hiking Footwear,137,114.08,15628.76,7053.22,1842.25,45,37,8,8575.54,54.87
2026-06,Europe,Marketplace,Apparel,194,69.46,13475.87,6913.96,1168.23,71,42,5,6561.91,48.69
2026-06,Europe,Marketplace,Camping Gear,114,146.63,16716.37,9268.56,2208.93,31,18,7,7447.81,44.55
2026-06,Europe,Marketplace,Accessories,97,34.23,3319.91,1727.78,456.31,25,23,2,1592.13,47.96
2026-06,Asia Pacific,Online Store,Hiking Footwear,160,118.40,18944.53,10980.89,1983.96,47,29,6,7963.64,42.04
2026-06,Asia Pacific,Online Store,Apparel,163,63.34,10324.90,4738.44,924.76,52,42,8,5586.46,54.11
2026-06,Asia Pacific,Online Store,Camping Gear,209,149.52,31249.61,14083.91,3886.19,76,48,4,17165.7,54.93
2026-06,Asia Pacific,Online Store,Accessories,84,36.87,3096.71,1628.51,379.52,30,22,3,1468.2,47.41
2026-06,Asia Pacific,Retail Partner,Hiking Footwear,112,122.89,13763.83,7521.84,1012.89,31,31,6,6241.99,45.35
2026-06,Asia Pacific,Retail Partner,Apparel,120,70.31,8436.84,4628.73,909.26,41,34,5,3808.11,45.14
2026-06,Asia Pacific,Retail Partner,Camping Gear,108,149.22,16115.50,8752.84,1316.24,30,21,3,7362.66,45.69
2026-06,Asia Pacific,Retail Partner,Accessories,111,33.00,3663.49,1850.91,485.88,36,19,2,1812.58,49.48
2026-06,Asia Pacific,Marketplace,Hiking Footwear,61,127.72,7791.16,4174.01,963.76,17,15,2,3617.15,46.43
2026-06,Asia Pacific,Marketplace,Apparel,176,70.71,12444.59,6629.59,1069.75,51,31,9,5815,46.73
2026-06,Asia Pacific,Marketplace,Camping Gear,133,142.94,19010.89,10190.90,2380.07,48,35,3,8819.99,46.39
2026-06,Asia Pacific,Marketplace,Accessories,51,32.12,1638.05,885.96,146.55,16,7,1,752.09,45.91
2026-06,Latin America,Online Store,Hiking Footwear,88,108.94,9586.32,5144.88,822.91,33,24,3,4441.44,46.33
2026-06,Latin America,Online Store,Apparel,73,70.21,5125.51,2970.24,645.98,27,13,3,2155.27,42.05
2026-06,Latin America,Online Store,Camping Gear,143,160.74,22985.92,13324.75,1823.24,36,30,3,9661.17,42.03
2026-06,Latin America,Online Store,Accessories,94,31.66,2975.76,1478.52,365.12,31,18,4,1497.24,50.31
2026-06,Latin America,Retail Partner,Hiking Footwear,78,126.30,9851.03,4482.83,1250.78,26,18,3,5368.2,54.49
2026-06,Latin America,Retail Partner,Apparel,141,69.74,9833.01,5175.13,1046.98,56,37,5,4657.88,47.37
2026-06,Latin America,Retail Partner,Camping Gear,77,141.87,10923.70,5763.24,1466.56,29,15,3,5160.46,47.24
2026-06,Latin America,Retail Partner,Accessories,95,32.98,3133.24,1815.50,433.92,33,25,5,1317.74,42.06
2026-06,Latin America,Marketplace,Hiking Footwear,45,118.91,5351.15,2877.43,611.11,13,13,1,2473.72,46.23
2026-06,Latin America,Marketplace,Apparel,86,65.00,5590.40,3017.78,647.21,29,16,2,2572.62,46.02
